participant_id,timestamp,task,trail,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,label
0,50244,BA_LEFT_CLICK,7,0.2702241550331617_1.0074999185536417_0.02048949902740295,0.31683675535705347_0.9770628004206794_0.0005005277334183455,0.35734198763005043_0.9176888293470249_-0.016512694076244717,0.37653473116882663_0.8518173853736342_-0.042264957498353635,0.3964178570175276_0.7976435552807576_-0.052472505025947566,0.35245362088436005_0.7651347984127519_0.0008694780559401436,0.3787126938101662_0.6966365386991801_-0.014222621605226108,0.39832344387880436_0.6755618249982813_-0.03160893157791016,0.4162951456575021_0.6706675928890452_-0.06886120402512788,0.3192209271472531_0.7357381598314705_0.005395966490206419,0.33722886229277493_0.6416148576900841_-0.008650553807044948,0.3559171559828027_0.5898988173776936_-0.03206269944728524,0.3766801949202522_0.5487833437093355_-0.057674844355319485,LEFT_RELEASE
0,50274,BA_LEFT_CLICK,7,0.26997661673587997_1.007789218595355_0.021236424191690882,0.31656402618238655_0.9775337766753497_0.0010762807439589502,0.35697989284223003_0.9187941651698197_-0.01614278723044768,0.37636059600454985_0.8534575112804748_-0.04236036878493779,0.3962617999763573_0.7988885745026212_-0.05290665273100891,0.35209834707064724_0.7643209830325698_0.0007899514985927522,0.3784097750661383_0.6959072438835384_-0.013874847936970957,0.3983421960267343_0.6723541931796249_-0.030942736452189427,0.41669699327694776_0.6640977654504574_-0.06816157461164665,0.31874191505764626_0.7351678741900971_0.005331535563943624,0.33665948935127926_0.6411668804300215_-0.008664141165753146,0.35528610367914076_0.5891207517285404_-0.032078502615460636,0.3760457274007404_0.547407970171631_-0.057806203199175635,LEFT_RELEASE
0,50310,BA_LEFT_CLICK,7,0.2698851174796616_1.0077934934065576_0.022066714500504653,0.3163670144124772_0.9777878555573514_0.0016804454096813204,0.3566387722430681_0.9199017605111_-0.015797968063700797,0.37605149808202126_0.8552825457370263_-0.042579114172199194,0.39611747554550847_0.8007028066808018_-0.05339723959947236,0.35182377801166614_0.7632940757593993_0.0007402017436701917,0.3781525150678643_0.6949753711985971_-0.013738230266843612,0.39835461090349505_0.6696363462200305_-0.03050961366126326,0.41702571929730897_0.6587581470527488_-0.06769779581593094,0.3183987537467854_0.7343473659299891_0.005250455790124607,0.3362496362350518_0.6403937456617662_-0.008803283228508584,0.35481482521168417_0.5882663775363968_-0.03212862753086796,0.37548883650204373_0.5462697985501772_-0.05795570765554718,LEFT_RELEASE
0,50340,BA_LEFT_CLICK,7,0.2699176567145185_1.007502204049892_0.02289245149303907,0.3162120633637068_0.977811637156605_0.002197069316598511,0.35632217959865375_0.920760800117254_-0.015625860574999335,0.3757384638998822_0.8569851403646456_-0.042976788964540824,0.3960015153218133_0.802602240538123_-0.05406486201591975,0.35167942131222596_0.7623010673778442_0.0006194528716626854,0.3780572617643745_0.6939441403045199_-0.013699736017922064,0.39853117951030215_0.6671873389236562_-0.030233173237875204,0.4175125453570519_0.6543557512695184_-0.06744764354838226,0.3181625028009714_0.7335673392886386_0.00517230460563284,0.3359502388018079_0.6394649837501772_-0.008914954506581587,0.35447657525914533_0.5872695961697425_-0.03219516063303559,0.3751168401519524_0.5451906993175892_-0.05808719042634815,LEFT_RELEASE
0,50377,BA_LEFT_CLICK,7,0.26987888593260423_1.0072738217268522_0.02321126954404063,0.31599846905987716_0.9778065225548739_0.0023981207724354556,0.356188514123793_0.9210858501386641_-0.015676733877785114,0.37553731767447124_0.8577519802421559_-0.04337166381809797,0.3960631589356123_0.8039286447330497_-0.054608466889919334,0.351472210364829_0.7614515859808276_0.0005702186050274445,0.3778853579039313_0.6930232040320986_-0.013707793906481663,0.3985686150254781_0.6652683900636381_-0.030043942166674217,0.41784762888741767_0.6508494987435811_-0.06722041056166723,0.3179221109195949_0.7328296519179716_0.005159106501591062,0.33563317521236_0.638699157562886_-0.008986164266447674,0.35416938400568665_0.5864678318582793_-0.03224197067475962,0.37474554788907904_0.5443801700421451_-0.05809693470554233,LEFT_RELEASE
0,50408,BA_LEFT_CLICK,7,0.26968476715710943_1.0065337409141968_0.02388764239666897,0.31571489315447215_0.9774320714527126_0.0028914530369394537,0.3559961623274768_0.9212547546539306_-0.015488896391015933,0.37529293631006344_0.8583561776614372_-0.043656292124062274,0.39594002566838726_0.8046068440090961_-0.05514958712773442,0.35125410276833413_0.7604778280993899_0.0004855927564508497,0.3777556132217199_0.6920563930062575_-0.013773794198156676,0.39863249040142495_0.6634232510600048_-0.029920175121870108,0.41811706661854015_0.647671180911674_-0.06705934423693527,0.31767192726488125_0.7319283776966392_0.005111656096002941,0.33541985284345677_0.637729297897843_-0.009096500583156308,0.35396541385890723_0.5853904481953638_-0.03227961987381496,0.3744674147116386_0.5431602096039676_-0.05820727097953701,LEFT_RELEASE
0,50443,BA_LEFT_CLICK,7,0.26944739058039335_1.0059694997122535_0.024337761639102604,0.31539940032336716_0.9770287746472165_0.0032275021507544134,0.3557875101823397_0.9211276774337769_-0.015341076152500858,0.37520850447407617_0.8585002301960138_-0.043850000749802186,0.395971373733715_0.8049649389752823_-0.055566589739457134,0.3509379006877203_0.759564472924916_0.0004539350062852525,0.37744511452833424_0.6911314530204236_-0.013825409789181774,0.39844059448636215_0.6617750374057736_-0.029839740253803308,0.41810338330009644_0.64483245845462_-0.06696647152096835,0.3173711557798005_0.7309626812527704_0.005077696733312992,0.335064664928574_0.636815616148017_-0.009227012938391656,0.35363169693185237_0.5845370766501632_-0.032397746981186214,0.3740727163113946_0.5422642545285721_-0.058366454624854285,LEFT_RELEASE
0,50474,BA_LEFT_CLICK,7,0.26922138678568003_1.0054280083696563_0.024977224003111767,0.3150978858707238_0.9764778990970457_0.0036816865550838166,0.35540954630047383_0.9208480600302125_-0.015191658653400223,0.374841719846656_0.8583616160415768_-0.04406367077491728,0.3954809912179596_0.8043611361320081_-0.056003307864296734,0.35083653151628647_0.7586119641393408_0.0003773309302525062,0.3772573692601491_0.6903086982592345_-0.013882318678933005,0.3982732852395109_0.6602716443998692_-0.029854140525910997,0.4179804097154861_0.6423243851329892_-0.06702378785443948,0.31719860709606945_0.7299618979128304_0.005044489243735622,0.334826374410358_0.6358637401718316_-0.00927209384928663,0.35330502337800146_0.5835709116443798_-0.03245505387862725,0.3736869578963752_0.5410129917766968_-0.058584725446480725,LEFT_RELEASE
0,50506,BA_LEFT_CLICK,7,0.26890383281340124_1.0047517713960425_0.025278961702851814,0.31492961251242074_0.9757261458576842_0.0037930077590435547,0.35517580994344_0.9204688218263551_-0.015154170447653041,0.3747609853591364_0.8580733889788914_-0.044293260745700586,0.39533542459286747_0.8037973295637181_-0.056360270035448315,0.35069167709062316_0.7575629845881451_0.00032387673951755674,0.3771413801512376_0.689403731220913_-0.013800631597389874,0.3982547966715282_0.6587389348398112_-0.02969104744661152,0.41804344618631406_0.6402346587869334_-0.06693387644157923,0.3170049689364381_0.7290360299612764_0.005001008944002589,0.33461839108369107_0.6348800451960895_-0.009258056403720533,0.35301341729630376_0.582639347838148_-0.03251313772026859,0.3734066514496991_0.5399541054651197_-0.05873741355496901,LEFT_RELEASE
0,50541,BA_LEFT_CLICK,7,0.2685712009114418_1.0039079902216925_0.025501422917579307,0.3148092452963441_0.9748584535551965_0.0039471217018675646,0.35491919071178635_0.9200474975131165_-0.015083624882750118,0.3746249496814284_0.8577519340873185_-0.0442801733195753,0.394971313993752_0.8027502378613321_-0.0564574086286089,0.35041865782507114_0.7566692746181479_0.00024989396411236693,0.3767909179847444_0.688702824587784_-0.013578403997222661,0.39796507939311554_0.6572590182980269_-0.029417515875246526,0.4177803012872776_0.6380747037484493_-0.06674541427029067,0.316665230365749_0.7282559607716944_0.004992940064798038,0.3342898917094974_0.6339889599010733_-0.009125556327123766,0.35262969030753255_0.5817518324270126_-0.032372532635721867,0.373103906975189_0.538836844323878_-0.05871705231633391,LEFT_RELEASE
0,52340,BA_LEFT_CLICK,8,0.19468945405827626_0.9627340540357635_0.033688919679784185,0.23633052698141233_0.9309067361855183_0.007880049888699827,0.2724768135127522_0.8672662199056704_-0.016333557671161833,0.28871924558106044_0.7999740551036405_-0.049632369700777765,0.29368667722768727_0.7428778901855996_-0.06426382708274367,0.27457948715506886_0.7122928551110891_-0.0013398487910108933,0.29608828693065803_0.644781934673287_-0.018718371048892773,0.3073651752657914_0.604355239727192_-0.034937210105130054,0.3148684857012248_0.5699352209247973_-0.07342422980722028,0.24049059724751704_0.6809170009601874_0.004305668030267698,0.25134987259680375_0.5770262098071897_-0.007954396660375004,0.25847682174425235_0.5176148242851097_-0.03251542036862011,0.26423692121950293_0.46631485394585054_-0.05920514856230124,NONE
0,52376,BA_LEFT_CLICK,8,0.19515056126870048_0.9629165136868323_0.033589894373387816,0.23690768115811267_0.9309476084155778_0.007895205274748468,0.2732356002471525_0.8672088599615542_-0.01617662907111831,0.2894291470751999_0.7997489460406151_-0.04938076523837109,0.29402319527488663_0.7423977172502558_-0.06400627710599138,0.2750578994831951_0.7123034517982219_-0.0012620863949837026,0.29654941057708867_0.6447917123275579_-0.01864230027224639,0.30783666664657783_0.6044428061311189_-0.03485256560426472,0.31540388923656276_0.5700577167254947_-0.07333666863963,0.2409630451674747_0.6809018422690044_0.0043238169285343036,0.25186232228894506_0.5771040015028257_-0.007993352695502762,0.2590501055429849_0.5176437478939692_-0.03251223472858139,0.264923579810838_0.46625543969430866_-0.05919261590203368,NONE
0,52407,BA_LEFT_CLICK,8,0.19559138388281927_0.9630993886037322_0.03357440639469681,0.23748619384044584_0.931106453469828_0.007933984780730935,0.2739826349847856_0.8673334770531057_-0.01611549497022778,0.2901634009922217_0.7996765166995881_-0.049278259975883636,0.2946395948475338_0.7419929556948885_-0.06394694203677523,0.2756123562877585_0.712202900331705_-0.0011729113368655632,0.2971416838609935_0.6445678154339458_-0.01855410747071917,0.30845400090454256_0.604186535745044_-0.03476409715637778,0.3160331095200486_0.56985068063595_-0.07324951764285559,0.24147502454721828_0.6807877198479184_0.004320613723610715,0.2524489263679145_0.5770191902006737_-0.008025509940940478,0.259670982385514_0.5175533399327595_-0.03260123895092541,0.26556786880396216_0.46618625392562824_-0.059315001492188164,NONE
0,52443,BA_LEFT_CLICK,8,0.19615275359825982_0.9634566532169702_0.033308020503788456,0.23814647715468548_0.931294075911391_0.007834687300063875,0.2748177634424641_0.8674427313113688_-0.016130895140763525,0.29095499771791067_0.7994826746366785_-0.04921976979825757,0.2953359663443357_0.7413937729917324_-0.06391856534912385,0.2762354270796148_0.7121002504678482_-0.0010670095370980414,0.2977850479001809_0.6444242699710581_-0.018396847842858752,0.3091340374584058_0.6040445692294276_-0.03455609760463409,0.3167761917862659_0.5697028377903153_-0.07308799973201748,0.24207397498769684_0.6807222426431663_0.004336918264917434,0.25312553842747676_0.5770609302588361_-0.00804724669643906,0.260383649368952_0.5176278555666605_-0.03259794099317975,0.26633455145758317_0.46619969503121916_-0.05936688027738396,NONE
0,52473,BA_LEFT_CLICK,8,0.1968396063381568_0.963538020975981_0.033285975970005405,0.23891765233818169_0.931281333975115_0.007770463401109145,0.27567557587199804_0.8674037728710555_-0.016215956785676007,0.2917355939384887_0.799287785083641_-0.0493849928677389,0.29611199140203714_0.7409599886196737_-0.06411763500081856,0.27704100260576947_0.7118380172611805_-0.0010584702838875703,0.29862067438085943_0.6442993842576388_-0.01831339818138005,0.3100321421333201_0.6039693933290988_-0.03451785987043518,0.3177220389011197_0.5697316796980421_-0.07305265526828764,0.24282531697021423_0.680493025819245_0.004318055159085513,0.2538864175469436_0.5768371282631602_-0.008044749011108614,0.26113802687316756_0.5175971074323018_-0.03257081405867726,0.2670927905114645_0.4662836364590116_-0.05938669913577131,NONE
0,52510,BA_LEFT_CLICK,8,0.19754802729560023_0.9635892869056017_0.033199319654445184,0.2397354452367105_0.9312261746820758_0.007744016904854907,0.2765986171879244_0.8673463562332459_-0.016126173002240757,0.2926361953923376_0.7990960152869141_-0.04929481917622161,0.2970289869280872_0.7405248296942619_-0.06405298587407557,0.27776111324184216_0.7118019663144375_-0.0009746371308499855,0.2994429317070649_0.6443653434923842_-0.018191304480219855,0.31099911763732013_0.6040364727626443_-0.034402884407235296,0.31884492753050275_0.5697846389931138_-0.07287552454755782,0.24352691975010632_0.6804679503757024_0.004335632862634278,0.2546098240209228_0.5767207907529233_-0.008024492470033437,0.2619204262573689_0.5175445543464152_-0.0325380767110951,0.26793120805995896_0.46620675497714587_-0.059375374504463604,NONE
0,52541,BA_LEFT_CLICK,8,0.19819932219086558_0.9638037014818789_0.032915077389272324,0.24055725503408734_0.9311774576899967_0.007554640499134171,0.2775261638576088_0.8671140511197144_-0.016089122305486758,0.29351913497521653_0.7986120559314662_-0.04916314412357388,0.29770645961540676_0.7398083935329365_-0.06383530936023304,0.2783786508206771_0.7118441146889707_-0.0008976032216973528,0.3000911710225428_0.6444983268111193_-0.018109381536789714,0.3117777703957906_0.6042098820408345_-0.03424552370182126,0.3198245868531986_0.5699247580466029_-0.07282050598610304,0.2441769175273037_0.6805879251733037_0.00436834382870739,0.25536298815350583_0.5770657314373301_-0.007998763905054308,0.26273888068828344_0.5178370250651143_-0.032511007664518934,0.26883450750173915_0.4662995244937254_-0.05938704529487032,NONE
0,52577,BA_LEFT_CLICK,8,0.19877781996487356_0.9638022962265493_0.032946353579356095,0.24133885934705596_0.9311080142019241_0.007584268949333277,0.2784178028912781_0.8669302574286696_-0.01605362559173438,0.2943739856535131_0.7983303052218577_-0.04911720905067109,0.29870967638792784_0.7395069821794071_-0.06376328580682047,0.279106223802904_0.7119570479615038_-0.000857536584506625,0.300928242012889_0.6447966881059999_-0.018101376565415047,0.31275545944827005_0.6045490360419083_-0.03425486019509196,0.32092479113325467_0.5702884206531332_-0.0727966062144348,0.244908372167099_0.6806648911297013_0.004359789170693917,0.25618308237346693_0.57721180546389_-0.007992250729470235,0.2636260189011364_0.5180418549687784_-0.032462864123119814,0.2697391677193784_0.4666127845348607_-0.05935932869977108,NONE
0,52606,BA_LEFT_CLICK,8,0.19936018212126716_0.9639013435882952_0.032858038534556884,0.24211475479408157_0.9314796101377845_0.00742358623099601,0.27919806801568975_0.8674302785785863_-0.016188449579985404,0.2952873679203935_0.7988143429781454_-0.04923656257678337,0.3001308208489592_0.740009063412288_-0.06377308279756362,0.279721863445552_0.7124097908197646_-0.0008903957131466819,0.301756429278875_0.6452989846438881_-0.018122346021428412,0.31384818069185577_0.6051038389333192_-0.03420573030914593,0.3222847242640256_0.5709786184118499_-0.07271849120981765,0.24561795163420716_0.6810235930490247_0.00439643895357574,0.25698713224055514_0.5775334900864441_-0.007941582706665026,0.2645990925943589_0.5183037566114364_-0.032386193376647554,0.2708359792465324_0.46694539663805096_-0.05922545929961484,NONE
0,52644,BA_LEFT_CLICK,8,0.19991780339469137_0.9643708011661074_0.032635237447289675,0.24295441391312325_0.9322471198500347_0.007142817244150446,0.2799757263127288_0.8682077478720245_-0.016473334565569132,0.2962752260528523_0.7994930041333403_-0.04948566593876892,0.3018050603695055_0.7408147048390223_-0.06387717295077368,0.2805708943819299_0.7129555435704236_-0.0009652742125957452,0.3027323266697126_0.6459306216216658_-0.01815535789147592,0.31506485193606826_0.6058028487307313_-0.03417295459910813,0.3237537709464072_0.5718553596724121_-0.07264534785610256,0.24655980720732912_0.6814868651237291_0.004423170075652798,0.2580558062467746_0.5782860212523523_-0.007882383093909444,0.26579566621110723_0.5190625466480969_-0.03229397710312774,0.27211937782242734_0.467664255123246_-0.05911538354725108,NONE
0,52674,BA_LEFT_CLICK,8,0.20058835958472587_0.9647041313770693_0.03263128204891527,0.2438086476504266_0.9328404567290269_0.007063455593759383,0.2808883004238861_0.8689421376668214_-0.01663096867784593,0.29733076514899875_0.8001807604233715_-0.04970574617903562,0.3032734722000233_0.7415069851427327_-0.06403687312910497,0.28158869139474985_0.713452072280808_-0.0010581339103674287,0.30391445802308703_0.6464800863247374_-0.01819641522896748,0.31642452835747886_0.60623600466589_-0.034138831945296794,0.3252688084117126_0.5723437018385766_-0.07261673384318207,0.24761235797098718_0.6819312971755825_0.004394197616646925,0.2592279196479934_0.5787486428418782_-0.007899029851497031,0.2671060110992264_0.5195307594597434_-0.032301318555270596,0.2735731103187787_0.4682076799240973_-0.05904644709563625,NONE
0,52710,BA_LEFT_CLICK,8,0.20123506120865903_0.9651047391035781_0.032555143763617234,0.24459060582156655_0.9335086744347353_0.006889545688767883,0.2817812472860541_0.8697911827630043_-0.01684102910983351,0.2984495625662815_0.8010766247113779_-0.04992892039236333,0.3048289322934049_0.7423856070160112_-0.06413615119226408,0.2826024734347849_0.7138810883666385_-0.0011830111108378882,0.3050676468742497_0.6469027422890075_-0.018289972900012823,0.31775968837507_0.6066201518657992_-0.03416003263158534,0.32682248624734495_0.5726646381371211_-0.07270530182845954,0.24867595500700826_0.6822515330255002_0.004395168471272977,0.2604897761900439_0.5793475861866496_-0.007902414143515283,0.2685408648543415_0.520045603280075_-0.03233813993866838,0.27522676771211524_0.46857187766768665_-0.05910323843746482,NONE
0,52740,BA_LEFT_CLICK,8,0.20204931920389624_0.96530503847906_0.032528745714819875,0.24552590491482162_0.9339969238693826_0.006758062060467127,0.28289199354493827_0.8704514288001252_-0.017086632038973072,0.29977625733757113_0.8019521505991805_-0.050378705600237106,0.3065798265998759_0.7433934299563758_-0.06449430284315452,0.2838210577463936_0.7140319928093997_-0.0013333428710425946,0.30643247634034215_0.6471224922358996_-0.01841685985220249,0.3193102981072063_0.6065445097830446_-0.034159351695878776,0.32855285145896607_0.5723421730798873_-0.072799977212966,0.24990815335077568_0.6822796743345237_0.004377931886264636,0.2618942077604305_0.5794952198282259_-0.007888296676025912,0.27012258026543123_0.5200825770416321_-0.03225457918831187,0.2770381536907188_0.4684670199468782_-0.05901622999023675,NONE
0,52777,BA_LEFT_CLICK,8,0.20315627495940758_0.9651251023507835_0.03261351194699323,0.2467191643882477_0.9339544599100202_0.006778952392571548,0.28412537958021333_0.8705665535205995_-0.017165487596052725,0.30119192700500563_0.8021020151265612_-0.05066968444135607,0.3084597097448666_0.743353314273786_-0.06470960853428924,0.28517685848044005_0.7136996614586708_-0.0014206171083231808,0.30788263535388993_0.6466847815847403_-0.018455561019522157,0.3210103913483139_0.6058135034677626_-0.034083651450716235,0.330575878922605_0.5714027411303833_-0.07276657694563907,0.2512616071189445_0.6819079145774822_0.004351178608019316,0.26336506332138154_0.579147623730928_-0.007884551630295217,0.271783095626377_0.5195488563949634_-0.03215719363839212,0.2790396842818445_0.4676108959925215_-0.058922131683916086,NONE
0,52807,BA_LEFT_CLICK,8,0.20459958704707015_0.9643012194233515_0.03229812369123869,0.2483187359467096_0.9330813149487376_0.0065446188351578555,0.28576025911804337_0.8697138839145022_-0.017367376358237138,0.3029701360139471_0.8014422779948036_-0.050875995601390375,0.31061009419855745_0.7426916059440227_-0.06478699527526922,0.28679617061270596_0.7127420367917536_-0.0014932662286583616,0.3095304716101383_0.645664752223969_-0.018463802152905627,0.32288223142124145_0.6046507717797949_-0.033980551419610004,0.3327589476144024_0.5700383525341284_-0.07271559168088947,0.25284699822147705_0.6809526026237473_0.004355234619322749,0.26506973167402725_0.5783119573221448_-0.00786310497592044,0.27369718315469654_0.518576676191868_-0.03194918316007283,0.28124594954339555_0.46652892260647144_-0.058780089876246645,NONE
0,52843,BA_LEFT_CLICK,8,0.20621036126134387_0.9628413008369905_0.03220350313485283,0.24998314713596878_0.9316044100026608_0.00646101010251578,0.28750510651776234_0.8681365341488138_-0.01748822209908666,0.3048231977679906_0.799955592606109_-0.051033044095972833,0.3129449316096089_0.7412960407404783_-0.06488384789105278,0.28859298478804685_0.7111626197593306_-0.0016107636720517505,0.3113109448330478_0.6438681608032231_-0.01856762960675062,0.32488898344593786_0.6027531434400712_-0.03400133495168227,0.33509615016267363_0.5680127057432757_-0.07272698584547452,0.2546105541760128_0.6793285560598744_0.004350493151023652,0.2669588932207678_0.5768917857826427_-0.007899497955402948,0.275795877474685_0.5169934229389681_-0.031860286147599434,0.2836321315581631_0.4648500087173488_-0.05878422030702607,NONE
0,52874,BA_LEFT_CLICK,8,0.20772840487096783_0.9606633533412539_0.03216104671001926,0.25170040754604006_0.9299540001472093_0.006433371284870596,0.2895864140105966_0.8660662126973164_-0.017509796839349286,0.3070456507570408_0.7977074869900082_-0.051070548483641676,0.3153858882770365_0.7389615915035155_-0.06483261971375165,0.2906565888821495_0.709280294553192_-0.001740180196808118,0.3133891625227035_0.6414307574900822_-0.01873559093572856,0.3272217703482115_0.6001780358397035_-0.034086857296119835,0.3377912040733152_0.5654060175418557_-0.07277469518463463,0.256608516611608_0.6772441349022208_0.0043250575298664305,0.2691107160895232_0.5746807383871615_-0.007902714120834048,0.2782230857993281_0.5145386017430507_-0.03167166543102663,0.2864182131620273_0.4625391663957998_-0.058679005455139294,NONE
0,52910,BA_LEFT_CLICK,8,0.20956310655382537_0.9580932179589529_0.03173349868965542,0.2538667132705662_0.9278394522921449_0.006122054023955895,0.2922059985886195_0.8631587944376383_-0.01755542844247247,0.3098685838990897_0.7943345815681724_-0.05102082482092518,0.3181270442474227_0.7355571144274828_-0.06458690713803623,0.29302400939459905_0.7066437581187499_-0.0017380984564195781,0.3158201180316211_0.6381804283835758_-0.01861933736879159,0.32992449145480823_0.5967964313382362_-0.03392163539496319,0.34086911051931806_0.5620594446182013_-0.07253788258775593,0.2589092855755108_0.674594718741784_0.004334805653261926,0.2715561681627563_0.5718721093635989_-0.007919987048696658,0.2809166577645235_0.5115288024797982_-0.03159077898340545,0.2894415070320785_0.4596032322922837_-0.05860593791895152,NONE
0,52940,BA_LEFT_CLICK,8,0.21176812967226716_0.9552258069912163_0.031490965757468514,0.25628678482772616_0.9252325131619936_0.005976453016928541,0.2949058189304812_0.8601402776994638_-0.01755703222522279,0.3129277486176086_0.7909301567668365_-0.05089983754247776,0.3211505716696057_0.7320642036956119_-0.06431074103483084,0.2956221985244378_0.7038673384194385_-0.0017803587070759704,0.31851159750757224_0.6346418091756717_-0.0185698652774376,0.33291042837273943_0.5930378025336627_-0.03379974265549387,0.3442839000182377_0.5582144836044122_-0.07236788895642376,0.26144071261911533_0.6717595009226875_0.004308062515272925,0.27427371689791136_0.5686335755905496_-0.007963641986045187,0.2838762674481148_0.5079542140686468_-0.03150855053009289,0.2927824763223028_0.4558528102620039_-0.05851739546531869,NONE
0,52977,BA_LEFT_CLICK,8,0.21399641172540834_0.9518527718861555_0.0313171960502459,0.2589074610233443_0.9220213877459341_0.005986697646563616,0.29798958892124044_0.8569232811576789_-0.01732646510417573,0.3165270176387463_0.7875270405288257_-0.05046764791322034,0.3244929496967533_0.7282645950922623_-0.06380856661612609,0.2985564102668464_0.7005921302799234_-0.0017241922061965126,0.3214944896645356_0.6307472331605447_-0.018452059488318944,0.3361998875361432_0.5890066175113967_-0.033645665146142686,0.3480474462951841_0.5543491704826203_-0.07219351164035492,0.26426281007789726_0.6683958409801545_0.004271987753402574,0.27732324678988973_0.5650579248683443_-0.008020236694648223,0.28721323996786075_0.5042204889078106_-0.031449759392275,0.2966108427655296_0.45196218786109243_-0.05855902950663912,NONE
0,53007,BA_LEFT_CLICK,8,0.21659968603811783_0.9480748083177928_0.031079267121521113,0.26187399137498035_0.9183251847664495_0.005839240290789102,0.301541123346465_0.8528154603677325_-0.01716810036035627,0.32069276665501867_0.7831393844982559_-0.050081743540861465,0.3278762606401236_0.7233727415569031_-0.06327414416166002,0.30194077531011104_0.6966603158763129_-0.0016528794798314778,0.32490110973890696_0.6263509069507991_-0.01817452163364298,0.33993469511840735_0.5843695281704944_-0.03331993957140481,0.35223092125619426_0.5500385175994752_-0.07185715054696792,0.2674488959524087_0.6645870517552235_0.004253632517489897,0.28071516219211995_0.5608911446584695_-0.007875325960981335,0.2908496351242367_0.49993406791839323_-0.03132283837662823,0.3007110262880005_0.44759253261461857_-0.058479093875086686,NONE
0,53043,BA_LEFT_CLICK,8,0.21956060973137317_0.9441447540906052_0.030625736689303303,0.2651770302333919_0.9142876497777288_0.005538705379222468,0.3053180365212577_0.8486110895504422_-0.017123999741333724,0.32513840512317876_0.778758066264834_-0.049651200069982415,0.3319159195915056_0.7187263957792445_-0.0626880548627524,0.30554246814657215_0.6927255081217352_-0.0015544174816656277,0.32866746052405105_0.6221460918287973_-0.017869983620371874,0.3440924194286187_0.5799878381697878_-0.032984178283043196,0.35687493671389403_0.5459783920329188_-0.07144797138552661,0.270889539544825_0.6606298812914164_0.00422791699912795,0.2844104008947482_0.5566758578501887_-0.0077756903036971785,0.2948442770004514_0.49564207044723296_-0.031210539945496614,0.305211011963628_0.4432271110850573_-0.05826532611496956,NONE
0,53073,BA_LEFT_CLICK,8,0.22259266493582489_0.9405921685526355_0.029978566150453873,0.26862870762177216_0.9106223409868864_0.0051742401841915735,0.3091804991919055_0.8446164869967991_-0.01708272599908352,0.3295876087020434_0.7745289225324361_-0.04930233368794013,0.33607495197416887_0.7139569514698921_-0.06223179278622854,0.3092967383989411_0.6887601126894048_-0.001359886722282423,0.33259137761037244_0.6183154042323861_-0.017424995308658646,0.348347871051623_0.5758379334615505_-0.032417124325615165,0.3614410351865449_0.5421662766680221_-0.0708604865644836,0.2744514497320209_0.6568249327888704_0.004224192954871246,0.2882911552647488_0.5526009373253781_-0.0075616343986622415,0.29906278236391093_0.49158949611570574_-0.030957150525676012,0.30991852036916595_0.4390309502949715_-0.057873566104950196,NONE
0,53105,BA_LEFT_CLICK,8,0.22538989935607723_0.9369721402986514_0.029484367593596135,0.27178074009758557_0.9071611980992627_0.0048942968943625365,0.3129648395981991_0.8407658810380216_-0.017059717605373385,0.3339065731581527_0.7703911677157378_-0.04902769453938714,0.34052440817166607_0.7096637601619673_-0.061790960056390676,0.31286269131729744_0.6853464452159159_-0.0012192556631691086,0.3363318386987106_0.6146498486010578_-0.01712609249793781,0.3523647952448476_0.5718414731349021_-0.03204122349785328,0.36585522621098826_0.5380950799739441_-0.07032417512929151,0.27797063606582917_0.6534095893661672_0.004233782103874833,0.2921006969340433_0.5489317077307859_-0.00742587679001744,0.3032778750553286_0.48763227032014644_-0.030710707061947826,0.31465080779237253_0.43473001521987925_-0.05743531020798817,NONE
0,53140,BA_LEFT_CLICK,8,0.22822164419723362_0.9340905062567129_0.029051965206440097,0.2748340991142776_0.9043200548806248_0.004641310330145333,0.3163146478817148_0.8375686307718846_-0.01709267221280823,0.3376727200362268_0.7668713939313488_-0.048873050631013805,0.3445933663448433_0.7055848451428185_-0.06153064232890313,0.31613527300699346_0.6825474784955783_-0.0011051519212823572,0.3397608711970056_0.6115686547444937_-0.016883407381719697,0.3560958042439738_0.5683047968169427_-0.0316752730025177,0.3699591174063974_0.5345282499914235_-0.06985481386976011,0.2812328232733634_0.6506176026948686_0.004272260828787924,0.29563160472931777_0.5457706489490636_-0.007193568713450872,0.3072013219749575_0.4841056491246932_-0.030452783865500644,0.3191132994607505_0.4308135267270662_-0.05692301597053635,NONE
