participant_id,timestamp,task,trail,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,label
0,41036,BA_LEFT_CLICK,8,0.3082968287800374_0.8833623591352895_-0.011000637941394931,0.3737722115322458_0.8783632944796322_-0.007379607704781485,0.43921727495137763_0.8477221261364644_0.0015140838323477576,0.4834722564643764_0.8093853015105377_0.012570903108437599,0.512125249731047_0.7599469383521298_0.028956742612724275,0.4125668812250656_0.6278920540443342_0.015811306655792178,0.4551129133312096_0.540704408015005_0.010271691471229293,0.4864542220720772_0.49690075642492926_0.002942134393929356,0.516051219080722_0.46089924611481425_-0.02254401100889964,0.38520025688145126_0.5906334498498013_0.007841312510069028,0.41992038085208383_0.47743798968744006_9.55772190129034e-05,0.4515792148311165_0.412882697547834_-0.016307073973583414,0.48072323953206136_0.3667038283145886_-0.03125730601070769,NONE
0,41066,BA_LEFT_CLICK,8,0.3067269915846683_0.8849144509068645_-0.010871662980584056,0.37231618178721326_0.8798214181879234_-0.007361623225611839,0.43783418978646527_0.8493678435407023_0.0012810760258391437,0.48197311647940827_0.8107611670812329_0.012183609927431538,0.5109586684127674_0.7616719214092429_0.028343908213142373,0.4111261275176654_0.6298273379986511_0.015684009528468275,0.45366432196364326_0.5427790591916977_0.01012633944741114,0.48496184028698003_0.4986542735626424_0.002777168713950248,0.5145491728582666_0.4623753824856472_-0.022866096720823632,0.38376602115419367_0.592542241332783_0.007842891810175431,0.4187324372462118_0.4794183387561776_0.00013241861572545945,0.4504777802625678_0.41475006100762757_-0.016374155396594394,0.4797528028893057_0.3681780200319657_-0.03146958110426623,NONE
0,41102,BA_LEFT_CLICK,8,0.3050686355040628_0.8863351289933139_-0.011110720961306692,0.37076355229088515_0.8810254561598359_-0.007621409557662323,0.43627039309656723_0.8507857453602108_0.0009011007164919327,0.4803871253189179_0.8116709935442894_0.011677965183842814,0.5099020098225295_0.7629032061871478_0.027728140133670028,0.4094919488242825_0.6315705677179517_0.015586967020281336,0.4519210312880319_0.544889581982417_0.00995465382092177,0.4831697188020786_0.5007107714120647_0.0025727213922684443,0.512769358905052_0.464264305355278_-0.023119791150672427,0.382153722303604_0.5939924918157686_0.007854011623332224,0.41736480216437055_0.48083605283134284_0.0002973909720633998,0.4491326700527972_0.4159993045109819_-0.01617865523844861,0.478490091594663_0.3690118810428913_-0.03133541451052633,NONE
0,41133,BA_LEFT_CLICK,8,0.3032128700102297_0.8877766684297892_-0.011096656166723728,0.36882915266568544_0.882243126844983_-0.00785103455178095,0.4345868882840165_0.8520190582098606_0.0006270211390657385,0.478638020281532_0.8124715843022895_0.011200400916567356,0.5082976416409827_0.7635901750228079_0.027089813175241992,0.4078515470355003_0.6331427971766808_0.015498519241053407,0.45037546786604266_0.5466442448171959_0.009760554247323508,0.48169491229065586_0.5024350888970773_0.0023795467319921693,0.5113666197076598_0.46598035249879155_-0.02327271008537864,0.3804554304738799_0.5954915922914211_0.007847314153726357,0.4156334727625328_0.48234577507681137_0.0003399335777643978,0.44725931015646514_0.41737655103828997_-0.016301420916318123,0.47652732708661294_0.37014697956194365_-0.03147636438334629,NONE
0,41169,BA_LEFT_CLICK,8,0.30137263842303974_0.8891419375422933_-0.011100047702162552,0.3669667416271773_0.883169424705204_-0.00804905605309926,0.4327687964682013_0.8529519927837088_0.00032479675229415576,0.4768311418092558_0.812862480340086_0.010693906925384928,0.5069967306185418_0.7642221952359893_0.02648537562087444,0.40600661638015506_0.6347782476938898_0.015339470147481398,0.448575157188876_0.5483904514529694_0.009576551110127635,0.4799352211762137_0.5041956907465681_0.0021728410186637277,0.5096297614109644_0.4677703631223853_-0.02333493841923599,0.3785238533226617_0.5969404611614755_0.007831836054416862,0.41364671227298405_0.4835266950202504_0.0004074423758891153,0.4452221240761762_0.4185301983406265_-0.016308316162585598,0.4744640181748751_0.3711333252362401_-0.03150233395834482,NONE
0,41199,BA_LEFT_CLICK,8,0.2994876552254313_0.8899657888796599_-0.01098018695876526,0.36512344069935543_0.8839533187329743_-0.008359226679752052,0.4309133566096807_0.8538198027879107_-0.00012834380772888438,0.47493322189619613_0.8132965760689439_0.009981534725240652,0.50551191739469_0.7649440808996375_0.025622504598262055,0.4042200362891674_0.6360551964598604_0.01503348548363911,0.44701503178557045_0.5496559765989295_0.009217275274260098,0.47848837955861623_0.5054630761110485_0.0018169293393507668,0.5082072657213313_0.4688390336276385_-0.023658227429686582,0.37657907358868664_0.5981070902846186_0.0077780171709794736,0.4114882464167454_0.4845185424862321_0.00029787340749954603,0.44277215569519085_0.41926291776101743_-0.016686970846938598,0.47165772639025716_0.371691463579495_-0.03205990904919081,NONE
0,41236,BA_LEFT_CLICK,8,0.2974275091195388_0.8906260858843066_-0.010975423435096162,0.36308176905042067_0.8845315104627589_-0.008682429270704414,0.42909200006130416_0.8541227582192507_-0.00044657298491144006,0.4733314275421339_0.81311872381063_0.009467187003939776,0.5039738418438374_0.7645866428935382_0.024882035570432462,0.4023275189567185_0.6369728764977223_0.014811550173372167,0.4450456020123187_0.550414600138244_0.008905224476228758,0.47657964336132475_0.5061356882066488_0.00144606830396772,0.5063355777156912_0.4695174568368032_-0.024189052189110598,0.3744184176291128_0.5989115521829866_0.0077465592654577045,0.40898897369360754_0.4849284645698878_0.0001876645802629425,0.4400498971883701_0.4192431167157567_-0.017097579325904454,0.46871313708869194_0.3713553533472691_-0.032704938366824574,NONE
0,41266,BA_LEFT_CLICK,8,0.29556371282770505_0.8903267725999624_-0.010659069700816646,0.36095584106545553_0.8841115336341843_-0.008678870977369807,0.4269988438558823_0.8536750438289711_-0.00033215589178199633,0.47112165567697195_0.8120137912280695_0.009295976640104793,0.5017801465017271_0.7630566243429068_0.024610389961472922,0.4001990527286988_0.6371287124225431_0.014702231362033,0.44293696617177514_0.5504344289814448_0.008639182129677616,0.47444962229137_0.5060103185821343_0.0012081153827390716,0.5041440954599827_0.4694361168919432_-0.02449498550472171,0.3720374484988134_0.5989188182768459_0.007668600734633697,0.40625441566829545_0.48439623568712975_7.48644089041101e-05,0.43701375965628997_0.41844470265643413_-0.017336146541968987,0.4654393812644289_0.37018007520978247_-0.032813155782075075,NONE
0,41303,BA_LEFT_CLICK,8,0.29333751806604286_0.888960579609511_-0.009525743829233945,0.3587598436840448_0.8827987989364612_-0.008181132937596529,0.42487613964654974_0.8523888876022394_-0.00017887478552337539,0.4687157466206639_0.8101172695356478_0.008746636594390506,0.4992321265874443_0.7607048419395355_0.023485604678528924,0.398111519843329_0.6360676898057409_0.014496759116306393,0.44062963871233773_0.549296834891241_0.00812365351452548,0.47203282925132417_0.5048064548054353_0.0005960419883316077,0.5016119246319175_0.46833242804037956_-0.02517675341270376,0.3696117345597013_0.5978385153148361_0.007546295479188358,0.4032712498960866_0.4830255997519438_-0.000135200435691043,0.433683490310939_0.4170837002049813_-0.017845587141145074,0.4618735747041548_0.3686899283261664_-0.033400089845539216,NONE
0,41333,BA_LEFT_CLICK,8,0.291073347401519_0.8868007139965994_-0.009189507033048869,0.35632744501178054_0.8803536717556754_-0.0082154382786165,0.42230257478219646_0.8494359842921493_-0.0003804723460044547,0.46606834286003823_0.806814761940469_0.008302943058852858,0.4963723646114777_0.7576026175244068_0.02281390130912258,0.39580886771678053_0.6340931068654972_0.01426586849662025,0.4380739688720156_0.5473323176902145_0.007698841796987205,0.46923643281176497_0.5027095761520876_3.602967540306386e-05,0.4985819033491803_0.4662158277052834_-0.02606055522840825,0.36710028800214645_0.5959424450185925_0.007496678137977915,0.40045962887271036_0.4810702655586199_-0.00030026164831556027,0.430629108790423_0.4150541760167225_-0.01838292128390376,0.45864100348967274_0.36637317250025814_-0.03412748082914439,NONE
0,41369,BA_LEFT_CLICK,8,0.2885811350917017_0.8835183681333147_-0.009391780229901316,0.3536746388287909_0.8770009855002434_-0.008483966948271618,0.41958118150124857_0.8453022116013525_-0.0006245770087692009,0.4633751694643459_0.8023930684596934_0.008181076664165265,0.4934782446631202_0.7538619163690738_0.022890296581546416,0.39329602686881326_0.6310219177243009_0.0141487223360726,0.4355215120193044_0.5444809326014208_0.007470521654028057,0.466535865705131_0.49980558845386613_-0.0003601069976498084,0.4956477361288224_0.46348647565986273_-0.02689933635697053,0.3644347465264425_0.5928153454611326_0.0075013554526964805,0.39753190006624695_0.47803497345229756_-0.0004505049362328621,0.4274924253971303_0.4120717793814933_-0.018924413196613823,0.45526030335440604_0.36336194761476953_-0.03504668437988351,NONE
0,41400,BA_LEFT_CLICK,8,0.2859892683963136_0.8800222397871084_-0.009544564213351443,0.3508804707218462_0.8732564433074214_-0.008601009954357804,0.41690198715122473_0.840397967782669_-0.0006667483274819746,0.46069058452319794_0.7972675002313168_0.008377257123339659,0.49035502562589717_0.749627301936049_0.023411012294419567,0.39055168126677914_0.6270631558606541_0.014104866183105212,0.43258941077205976_0.5404574377124538_0.007326183875670719,0.46353719190034753_0.4957233460186776_-0.0006387583497849622,0.4925232591125611_0.4597939474689608_-0.027517883840443978,0.36155044843575357_0.5889391588647862_0.007535929297097523,0.3943791296149177_0.4739582898694736_-0.0005680821776030042,0.4241525416017313_0.40794772506655025_-0.019343358236448317,0.45175423362743355_0.359244674745258_-0.03574216575265559,NONE
0,41434,BA_LEFT_CLICK,8,0.28361028335413585_0.8759033060890251_-0.010260207792914736,0.34836771833811236_0.8688534842853719_-0.009177397278423836,0.41445896335913285_0.83467274815802_-0.0010627415517713464,0.4581740591865515_0.7908987312870431_0.00825349341610947,0.4874842491918188_0.7439474422492176_0.023663725735766063,0.3882416923416094_0.6227118736036235_0.014061827020886026,0.42995110673120374_0.5359085283903304_0.007335166661159745,0.46062077725150974_0.49084450733175733_-0.0006953332987378056,0.4892771293237403_0.45483885393998186_-0.027650635531141197,0.35906885711209774_0.5846240987364213_0.007580896071345011,0.39166712014396055_0.469849847752131_-0.0004912581991861326,0.42124014174467245_0.40377211452246325_-0.019297572042859673,0.4485602012387236_0.3550472977185697_-0.03590287435722854,NONE
0,41467,BA_LEFT_CLICK,8,0.2811863474203845_0.8715331655201765_-0.011807076804476443,0.3459889630310856_0.8643165148834367_-0.010431515643974727,0.4122677469926957_0.8288897864895203_-0.0021167740615006952,0.45572100432250784_0.7838958787407246_0.007484503891308139,0.4848819873470769_0.7374439564353299_0.023196312810597718,0.38620446837524064_0.6181721500974984_0.013983142222597188,0.4275938135179739_0.5316832965396264_0.00723511519290332,0.45797796960050896_0.48632502898781194_-0.0008608642551859232,0.48631479537603023_0.4501371954795612_-0.027947200708066493,0.35680982588018423_0.5798360363629469_0.007652128990888913,0.38925071953550233_0.46537362376711927_-0.0003554563781984697,0.41866025786023076_0.39910642409897346_-0.019239328953677082,0.4457729404061095_0.35011487980083233_-0.03601203098831579,NONE
0,41500,BA_LEFT_CLICK,8,0.27911518630613485_0.8668070873782994_-0.012630458313335946,0.34396600443785375_0.8597888165744131_-0.01115368502933231,0.41040232377671276_0.8234227413238795_-0.0027082419706818796,0.4537653792026352_0.7770368446895096_0.006992196187368259,0.4828733127704228_0.7306944749360142_0.022793217917774437,0.3843983965442935_0.6136707991299701_0.013887584682809501,0.4254312167003044_0.5273394827669795_0.007227912384329829,0.45552543135782114_0.4819050935523406_-0.0009935207334009818,0.4836195405015688_0.4459355930421268_-0.02820617725251124,0.35491775368281564_0.5753011430094249_0.00767810191226031,0.38725593208325115_0.4607317355462882_-0.0002765956371123036,0.41653884419139814_0.39433968348961274_-0.019217257323307726,0.44351782956831104_0.34531321946299565_-0.03619328427265489,NONE
0,41534,BA_LEFT_CLICK,8,0.2772424945611127_0.8622040622366239_-0.013308478405563016,0.34210410490564497_0.855165967466989_-0.011726646205571865,0.4086604443981097_0.817833933377402_-0.003238130117530611,0.45194256449720954_0.7704830876977138_0.006470486140244186,0.48111872048306187_0.7243445652011918_0.022329413430288887,0.3829394545019753_0.6089749002407132_0.013796890160645794,0.42379630998248174_0.5228144482474276_0.007213426997708157,0.4535797980014486_0.4771541522039331_-0.0010847924384950012,0.4813726660163674_0.44112346251277257_-0.02842643425701464,0.3533778400788972_0.570575191560555_0.007708262392974104,0.3856803021355646_0.45610115982603816_-0.0002469527005429618,0.4148235815233914_0.3894739829195436_-0.019212783076320437,0.4416114116439219_0.34029652932100685_-0.036293955945574476,NONE
0,41567,BA_LEFT_CLICK,8,0.27544197276261395_0.8575042862043992_-0.014117205051968876,0.34039720117991756_0.8503255916615796_-0.012418166165183049,0.4071685157453097_0.8124838138772146_-0.0038999078711469868,0.4501164984304245_0.7643716185880417_0.005769399993414069,0.47883183098735593_0.7177250494387856_0.021695066322005158,0.3816461476374537_0.6041285128553819_0.01366831511752268,0.4222695759572531_0.5181516969760854_0.007219341592349113,0.4517805096772514_0.472423292485345_-0.0011629581537626911,0.47931146951925546_0.4364629263040871_-0.028480612761484822,0.3519996930416639_0.5656627646948247_0.007753257991151974,0.38423955373161456_0.45134159570941756_-0.0001224349760433477,0.4132370867305539_0.38452253402812453_-0.01908392663634169,0.43983814912867514_0.3352937639460023_-0.03625381473986565,NONE
0,41600,BA_LEFT_CLICK,8,0.2735450254680868_0.8525255503929627_-0.01451119445434442,0.3387357351775614_0.8453725992028295_-0.012928977898462663,0.40557512698452297_0.8078778596840777_-0.004576261483875903,0.4483097598233649_0.7597566961918445_0.004860758835311242,0.47648068934203935_0.7131150690577118_0.020588132801943115,0.3803732027760244_0.5994536186186561_0.013471108380925339,0.4207724397689458_0.5136102529017608_0.007085403061991931,0.44997330047823614_0.46769385916985556_-0.0014227180251902526,0.47723577286729646_0.431585516481197_-0.028672383051480645,0.35064669881313765_0.5608458584042668_0.007745660005034579,0.3827675277566387_0.4466109366894518_-7.415231652422284e-05,0.41160737220236004_0.3794642441395376_-0.01909201308756151,0.4380569163785932_0.33003465658069103_-0.0364496001345973,NONE
0,41634,BA_LEFT_CLICK,8,0.2719517101289555_0.8475080754500209_-0.01467950076000874,0.33743389110530597_0.8403783177045487_-0.013262093298994741,0.40409870193704467_0.8026271034973842_-0.005084964150784804,0.4463963532669408_0.753840360615585_0.003952132208534485,0.47384447788812123_0.7061637066095423_0.019384967735046617,0.3791162792961674_0.5945590182088287_0.013287242117700325,0.4191072754311845_0.5088987542508825_0.006917163437275888,0.44787111908704147_0.4629667352278828_-0.0017822964842658191,0.4747371146355425_0.4268796411741544_-0.02912287032315397,0.34921486523985645_0.5559215240075016_0.007743614987946807,0.38108938889308563_0.4413929773712758_-6.542983919273642e-05,0.4096430201831527_0.37393210950878897_-0.019173984942190476,0.4358561876477049_0.32431272725773214_-0.03666316280707207,NONE
0,41668,BA_LEFT_CLICK,8,0.27038643753065467_0.8423105975899362_-0.01533114308227686,0.33626426586123453_0.8351599840090674_-0.0139864029354757,0.4029082039698323_0.7966234580435738_-0.0056814392523752795,0.4448494334398161_0.746941736200598_0.003418428932339673,0.4718629792183034_0.6983162420820674_0.01890579954833545,0.3778427699503007_0.5892922674769141_0.013135474612853804,0.4173531490364301_0.5035551224802959_0.006756847862934114,0.4456531765501508_0.4574281176439762_-0.0020771751388343933,0.47209150745664874_0.4211927149763719_-0.02965403489835472,0.34774912474345987_0.5506481403028031_0.007764039025836992,0.37932561005436416_0.4359564696426872_-3.379937624844573e-05,0.407610544324165_0.3682022402555755_-0.01941136983422647,0.4335967972327269_0.3183863366485624_-0.03707667835509369,NONE
0,41700,BA_LEFT_CLICK,8,0.26866823033916_0.8370041530063362_-0.015882387412465317,0.33484681708504477_0.8298223708284698_-0.014713874309611793,0.4013903482520072_0.7908350384838092_-0.006497951556586198,0.44311667238700003_0.7399932788683153_0.0023796007909065286,0.4703244805216307_0.6907405819758957_0.017684963115459744,0.3765050895449879_0.5845063285155279_0.012928268663519128,0.4157857920963469_0.4986817745093527_0.006553623191146089,0.44371459384288864_0.45196338101322175_-0.002294649051382761,0.46974461995915445_0.41518604310917984_-0.029991767943441165,0.34620605967674123_0.5457135577134339_0.00778369599968895,0.37763274642056655_0.43075229443515806_4.411652393410474e-05,0.4056903312685056_0.3625689275956958_-0.019413043299422346,0.4314930200138885_0.3123289330674004_-0.037144687954231814,NONE
0,41733,BA_LEFT_CLICK,8,0.266913321387188_0.8317600830976655_-0.01576901050637301,0.33343249569646294_0.8243562415609997_-0.014955923139534375,0.39984143128104915_0.785215938616332_-0.0072833913241568985,0.441443771163842_0.7335747160016043_0.0008658743602185091,0.46869894384380295_0.6835808369529395_0.015499154145245603,0.37520322620370883_0.5796642864643083_0.012598997932619656,0.41433758944184806_0.4937798605540612_0.006127109616301881,0.44190720716735904_0.4465782769846497_-0.0028288332059022755,0.4675681032606433_0.4092758739198695_-0.030747504246663487,0.3446882888653554_0.5408346763556837_0.007753265231972573,0.3760440542874848_0.42570374184771753_-5.4180803241174454e-05,0.4038955243493687_0.35705464902693507_-0.019624276847923346,0.42951440688444764_0.3061684059200916_-0.03765935972026564,NONE
0,41767,BA_LEFT_CLICK,8,0.2650062118144165_0.8269436990884536_-0.015243823903641195,0.3318541468009295_0.8192705738838706_-0.015000772618835752,0.3982465652633342_0.7797691897778007_-0.008063943598647419,0.4398332178912329_0.727256940007094_-0.0010783452429653294,0.4670760831756283_0.6763430645475506_0.01267025622902302,0.3738965842684023_0.5752024741886892_0.012272077069240257,0.41308320689130806_0.48934261808230234_0.005648884069365205,0.44033217628495847_0.44162421054264533_-0.0034217003928849674,0.4656284839207705_0.40361913992607207_-0.03156272865329698,0.3432183742506248_0.5362978785280894_0.00771133873770685,0.374632815089076_0.4210212769025515_-0.00013493761010316296,0.40231694953168007_0.3518996880306759_-0.01982005895478292,0.4277313282209523_0.3003932584999588_-0.03815210580580694,NONE
0,41800,BA_LEFT_CLICK,8,0.26330719384919254_0.8221854953501697_-0.01427877342926748,0.33039438492655293_0.8145204725500897_-0.014851332420973449,0.3967152605858352_0.774548763134344_-0.008764080336872343,0.43849948170358083_0.7210343608855275_-0.0031778830201054484,0.46604560427052893_0.6696305601127719_0.009592035438044773,0.3729089620558351_0.5708202315901787_0.01185598404451803,0.4119864672655184_0.4850974047933718_0.0049679510922765275,0.43895220915235644_0.4371659288932533_-0.004332891718326376,0.4639678013559005_0.39887570701951675_-0.03281095462635768,0.34200978517396785_0.5317884134486923_0.007624604867180595,0.37337379023730694_0.4164415194125136_-0.00044950556427119005,0.40085256041307904_0.3472315467082627_-0.0203863980277599,0.42610357444428504_0.2954220453642676_-0.0390566704253615,NONE
0,41834,BA_LEFT_CLICK,8,0.26157863333519815_0.8176691840914151_-0.013301286270040572,0.32884705477237336_0.8099538995931115_-0.01461595353672383,0.39510459863399716_0.7694376064127791_-0.009238075916913037,0.4370410988535416_0.7153093441008781_-0.004863272540618966,0.4647100219105333_0.6638587258917312_0.006917221566378201,0.37198552273495433_0.5670520101813532_0.011488525519725448,0.4110591268725649_0.48131788688935445_0.0042823708559302925,0.43778325446254074_0.433133207172525_-0.005169073534630431,0.4625979552456396_0.3943777748975348_-0.033882433375482655,0.340924109934676_0.5278318681109436_0.0075405811051769325,0.37222384703397704_0.4124574099803894_-0.000739815029858572,0.39949545813576115_0.34306377344792427_-0.02101414963835248,0.42452974113578085_0.2909484847182329_-0.04002463857970723,NONE
0,41867,BA_LEFT_CLICK,8,0.25998083269354916_0.813665367033264_-0.01205054922486806,0.3273700150909395_0.8061378847845051_-0.014116198278979284,0.39358827800158863_0.7647184572844592_-0.00947752333080521,0.4355615218326197_0.7099682508849505_-0.0063273155155579176,0.4628369171599269_0.65836518944599_0.004297579900693198,0.3711546761416073_0.5635540989898091_0.011176763733193689,0.4101493542343343_0.4777183546069273_0.003647369663336153,0.4365829036856179_0.4294301568749524_-0.005987994704741393,0.4611521752507415_0.3904105122115764_-0.034903922538570484,0.33994216594609283_0.5242630845537574_0.007484355799773794,0.3710555377979275_0.4087858466168188_-0.0009934740808479172,0.3981816335755645_0.33930331606440023_-0.02162049961275871,0.42306722595496565_0.28695039501144853_-0.04093203576916129,NONE
0,41901,BA_LEFT_CLICK,8,0.2584762733440178_0.8103633935182738_-0.012113045681202129,0.3259603657772041_0.8023968657881144_-0.014307392007125077,0.3924403574514724_0.7599632733844827_-0.009795094421670841,0.4345721236741341_0.7047156905288223_-0.006924473719819382,0.46140022549468046_0.6530364985569141_0.0034000391374200984,0.3701086483496567_0.560289745160933_0.011060116199624867,0.4091005353093119_0.47432703482651783_0.0034377421104258505,0.4353220308800129_0.42598693365120704_-0.006280926135459069,0.4597171916032574_0.386763590194905_-0.03530216325172736,0.3388728270809862_0.5210367803757024_0.00750410284691609,0.37006355074081393_0.4056284640518779_-0.0010134195325273022,0.39713538998270503_0.3360048722328526_-0.021780702985819304,0.42191542898975687_0.2833992485233495_-0.04127660300345159,NONE
0,41934,BA_LEFT_CLICK,8,0.25718854755247256_0.8071340413832226_-0.012351681116170658,0.32460545726219_0.7988456385159591_-0.014679437272558734,0.3912166962185174_0.755549406511236_-0.010299064629209842,0.43359391743944464_0.6994085482879261_-0.0076812051550737975,0.4606041310106736_0.6474844404303092_0.0024481089600062694,0.36904455360556765_0.557374183042046_0.010939387486753728,0.4081288717555977_0.47138358320827545_0.0032924871773200204,0.4342948790375064_0.42281307215900277_-0.0064329155423470535,0.45862517940717873_0.38334288209130307_-0.03545324143845999,0.33782166201917435_0.5180886320260869_0.007519775314875897,0.36914439198997473_0.4026436737607284_-0.0009853548834719457,0.396111314009861_0.33276274530901767_-0.021689779871699115,0.4207955615946681_0.2797137692791899_-0.041183217612989244,NONE
0,41967,BA_LEFT_CLICK,8,0.2560250849730541_0.8039085818881639_-0.012416410901504337,0.32348933798153545_0.7953317798633656_-0.014954466933258475,0.3903417177326417_0.7512014432769211_-0.010713160366163894,0.43294080181921624_0.6943276303707584_-0.008481113041734057,0.4596724448899446_0.6421539217824187_0.0012970067412166855,0.3681869418365568_0.5546774416789981_0.010770718659065459,0.4073962622776014_0.46883740755744985_0.0030398437285961287,0.4334178802159366_0.4201138431661213_-0.006813319376168903,0.45754297723545984_0.38031102823773977_-0.035876900053653425,0.3368588503920882_0.5153096741030778_0.007521335976321266,0.3682523882200468_0.39980787089907044_-0.0010410537942249138,0.395025537022937_0.3296390571500004_-0.02185329333066694,0.4194454206807638_0.27617375614028616_-0.041581734417349095,NONE
0,42001,BA_LEFT_CLICK,8,0.2551431549554483_0.8010446749969204_-0.012981287903275157,0.32260177121225475_0.7921035438743657_-0.015578714461523773,0.3897238761049061_0.7470475494083716_-0.011215433740891016,0.43251762854262277_0.6890857519864261_-0.008955132802562204,0.4590036820014332_0.6368629599089978_0.0010598826289581508,0.36743661649567366_0.5520562886894205_0.010652215107363298,0.4068394882595049_0.4664660074935612_0.002922711782021648,0.4328071782419632_0.4175816925233909_-0.006970013659046695,0.45683705727397883_0.3775404044593172_-0.03607159860661293,0.33605285022448295_0.5126137952478859_0.007555820427933348,0.36749274657647996_0.3972940627848539_-0.001050917804161593,0.3941289608549982_0.3269800860329581_-0.021978960216997086,0.418420859478571_0.27324532319531003_-0.041905930160260195,NONE
0,42035,BA_LEFT_CLICK,8,0.2546146307758821_0.798455407050759_-0.012877863460132335,0.3219876693539896_0.7891722321484427_-0.015558286966004755,0.3891518902668595_0.7433370398852788_-0.011262622685652571,0.4319068099435495_0.684675777130065_-0.009267469219554493,0.45773984993616856_0.632392415561323_0.0006979735994662643,0.3668943873051205_0.5496217417478926_0.010568151532873975,0.40629261597915545_0.46430679985890844_0.002758712977062326,0.43220404461459716_0.4156423570208795_-0.007222964748419608,0.4562104695649106_0.3758067567034401_-0.03631898766939374,0.3355061056915188_0.5101499971129205_0.007539334079701911,0.366980960976928_0.39482019814772873_-0.0010712477564175007,0.3935247222480703_0.324403043082882_-0.02204874667005382,0.41773896281135714_0.2704847423189891_-0.042097838138561244,NONE
0,42067,BA_LEFT_CLICK,8,0.25431270753322704_0.7964260735730413_-0.011869718582112675,0.3213061715645058_0.7869583606699261_-0.01502796964734299,0.3884474489600849_0.7401112474897356_-0.011429620553192773,0.43091086589307204_0.6801875783385736_-0.010605248290053233,0.45587143107350764_0.626883335239128_-0.0015540544347504136,0.3666032795908768_0.5481692518997484_0.010340322780025377,0.4062240589851066_0.46322796208866485_0.0022200059174622387,0.4322856360708587_0.4150677014583784_-0.007935466873389311,0.45642493793258343_0.3759263339745075_-0.03713192348626878,0.3351469232800217_0.5085177752477095_0.0074567912716302955,0.36674891592013803_0.39308851935802674_-0.0012931037842718028,0.39323761541823776_0.32271832465452277_-0.022367798884524042,0.4174814253188184_0.26882239921522244_-0.04251113944452667,NONE
0,42100,BA_LEFT_CLICK,8,0.25440953258656396_0.7943348772223857_-0.010147256613317399,0.32060799205163826_0.7851257634146336_-0.014042663231607303,0.38691738871823883_0.7368409282286049_-0.012119798079440816,0.42843734854865567_0.6755113445426545_-0.01343438375214833,0.4529112979101825_0.6213607727101929_-0.00652259382856205,0.36633667507193246_0.5476284000244375_0.009924993695745767,0.40600582513760924_0.46380837331778246_0.0013266155146857334,0.43227109861651364_0.41631960782960553_-0.009288234021458489,0.45657211644561513_0.37815696264164217_-0.038786866704206675,0.33495595210096135_0.5074897911629809_0.00731078994362622,0.36666939402379967_0.3919566748804949_-0.00152603955264785,0.3931595403288224_0.3216852922385719_-0.022450282553683233,0.41754034989174293_0.2677145043502816_-0.04269696802458496,NONE
0,42134,BA_LEFT_CLICK,8,0.25471073058432686_0.7929953962084506_-0.009652058649494862,0.3197168187607106_0.7841257581697562_-0.013607399785610855,0.3849316527691773_0.7327630715623762_-0.013333775174863994,0.4252233058961908_0.6684478515549916_-0.016581639434656285,0.4493437313499203_0.6140774558871179_-0.011220557834723116,0.36613881713884483_0.5484037854644963_0.009635140623195888,0.404911425141902_0.46724207457356803_0.00032650572246712307,0.4307572647116924_0.4214218550010959_-0.010968140765979658,0.45472604118276777_0.3851337215491658_-0.041224714370235616,0.33511693400781073_0.5075328037326918_0.007285548321120498,0.3668693005622099_0.3920261822753829_-0.0014980871176393678,0.3933164015082056_0.321682888598902_-0.0218027437765205,0.4178599483418154_0.26740355805481025_-0.042180031780889284,LEFT_PRESS
0,42168,BA_LEFT_CLICK,8,0.2548027846589593_0.7921934747311954_-0.009792474701749973,0.3193734229651115_0.7824313505162127_-0.013437524635865547,0.3833298258183234_0.7268247999394151_-0.014493990001875448,0.4218711376788362_0.6577241654526726_-0.019980738886802026,0.44252371616857455_0.5998481926035237_-0.016734059330637076,0.3664528737603618_0.5502937561967618_0.009392179151808358,0.403927287601162_0.47108820483249947_-0.0009340235218492996,0.4285895728415128_0.4303492659794839_-0.013279445075952825,0.4509658700822921_0.4014877324254136_-0.044284139574897144,0.3357326417973894_0.5084595787672509_0.0073466959917247755,0.36732795831208787_0.3926391929478393_-0.0014799861566759628,0.39360449788312396_0.3228932943595751_-0.021293535732333193,0.4184749298610439_0.26887928260107474_-0.0418903024947569,LEFT_PRESS
